Id,Neighborhood,Total_sqr_footage,OverallQual,OverallCond,YearBuilt,GrLivArea,GarageCars,LotFrontage,PoolArea,SalePrice,Street,BldgType,FullBath,HalfBath,BsmtFullBath
1242,Somerst,3378,7,6,2007,1689,3,83,0,248328,Pave,1Fam,2,0,0
1243,NWAmes,2226,7,6,1974,1173,2,85,0,170000,Pave,1Fam,2,0,1
1244,NridgHt,4152,10,5,2006,2076,3,107,0,465000,Pave,1Fam,2,1,1
1245,Crawfor,2309,8,7,1929,1517,2,,0,230000,Pave,1Fam,1,0,0
1246,NWAmes,2453,6,7,1984,1868,2,78,0,178000,Pave,1Fam,3,1,0
1247,Somerst,2309,7,5,2005,1553,2,65,0,186500,Pave,1Fam,2,1,0
1248,Mitchel,2046,6,5,1976,1034,3,,0,169900,Pave,1Fam,1,0,1
1249,OldTown,2793,6,5,1917,2058,2,60,0,129500,Pave,1Fam,1,1,0
1250,NAmes,1864,5,7,1950,988,1,60,0,119000,Pave,1Fam,1,0,0
1251,NAmes,4220,7,5,1968,2110,2,93,0,244000,Pave,1Fam,2,1,1
1252,NridgHt,2810,7,5,2003,1405,2,,0,171750,Pave,TwnhsE,2,0,0
1253,Mitchel,1738,5,6,1968,874,1,62,0,130000,Pave,1Fam,1,0,1
1254,Veenker,3359,7,7,1974,2167,2,,0,294000,Pave,1Fam,2,1,1
1255,Edwards,2402,7,5,2003,1656,2,60,0,165400,Pave,1Fam,2,1,0
1256,BrkSide,2251,6,6,1931,1367,1,52,0,127500,Pave,1Fam,1,0,0
1257,NoRidge,3973,8,5,1994,1987,2,91,0,301500,Pave,1Fam,2,0,1
1258,Edwards,1728,5,8,1922,864,0,56,0,99900,Pave,1Fam,1,0,0
1259,Gilbert,2022,7,5,2005,1166,2,59,0,190000,Pave,1Fam,2,0,1
1260,NAmes,2108,6,8,1969,1054,2,65,0,151000,Pave,1Fam,1,1,1
1261,Gilbert,2516,6,5,1999,1675,2,,0,181000,Pave,1Fam,2,1,0
1262,NAmes,2100,5,6,1956,1050,1,80,0,128900,Pave,1Fam,1,0,0
1263,ClearCr,2892,4,5,1957,1788,1,,0,161500,Pave,1Fam,1,0,1
1264,BrkSide,2588,6,6,1919,1824,2,60,0,180500,Pave,1Fam,1,0,0
1265,NAmes,2742,6,5,1998,1337,2,34,0,181000,Pave,TwnhsE,2,0,1
1266,Somerst,2143,7,5,1999,1452,2,35,0,183900,Pave,TwnhsE,2,1,1
1267,OldTown,2814,7,4,1910,1889,1,60,0,122000,Pave,2fmCon,1,1,0
1268,Timber,4020,9,5,2008,2018,3,89,0,378500,Pave,1Fam,2,0,0
1269,Crawfor,4175,8,9,1935,3447,3,,0,381000,Pave,1Fam,3,1,0
1270,NAmes,2398,5,5,1958,1524,1,78,0,144000,Pave,1Fam,1,1,0
1271,ClearCr,2856,7,6,1979,1524,2,,0,260000,Pave,1Fam,0,1,2
1272,NWAmes,2978,6,7,1968,1489,2,,0,185750,Pave,1Fam,2,0,0
1273,Sawyer,1870,5,6,1965,935,1,,0,137000,Pave,1Fam,1,0,1
1274,Edwards,2376,6,7,1959,1357,1,124,0,177000,Pave,1Fam,1,0,1
1275,Crawfor,1911,5,6,1910,1250,2,53,0,139000,Pave,1Fam,2,0,0
1276,NAmes,2848,5,5,1948,1920,2,95,0,137000,Pave,Duplex,2,0,0
1277,NWAmes,2118,6,6,1972,1395,2,,0,162000,Pave,1Fam,1,1,0
1278,NWAmes,3404,6,5,1967,1724,2,,0,197900,Pave,1Fam,1,1,1
1279,CollgCr,3159,8,5,2002,2031,2,75,0,237000,Pave,1Fam,2,1,1
1280,IDOTRR,1826,4,4,1920,1128,2,60,0,68400,Pave,1Fam,1,0,0
1281,CollgCr,3146,7,5,2002,1573,2,67,0,227000,Pave,1Fam,2,0,1
1282,Timber,2648,7,5,1990,1339,2,50,0,180000,Pave,1Fam,2,0,1
1283,CollgCr,2080,5,7,1977,1040,2,61,0,150500,Pave,1Fam,2,0,0
1284,Mitchel,2736,6,5,1971,1824,0,94,0,139000,Pave,Duplex,2,2,0
1285,SWISU,3251,6,7,1919,2447,1,50,0,169000,Pave,1Fam,2,0,0
1286,BrkSide,2192,6,6,1939,1412,1,50,0,132500,Pave,1Fam,1,0,0
1287,NWAmes,2656,6,5,1963,1328,2,,0,143000,Pave,1Fam,1,1,1
1288,ClearCr,3206,5,5,1964,1582,2,,0,190000,Pave,1Fam,2,0,0
1289,StoneBr,3160,8,5,2000,1659,2,40,0,278000,Pave,TwnhsE,2,0,1
1290,NridgHt,3055,8,5,2006,1970,3,86,0,281000,Pave,1Fam,2,1,0
1291,NAmes,2304,5,7,1964,1152,2,,0,180500,Pave,1Fam,1,0,1
1292,BrDale,1932,5,7,1972,1302,1,21,0,119500,Pave,Twnhs,2,1,0
1293,OldTown,3366,5,4,1892,2372,1,60,0,107500,Pave,1Fam,2,0,0
1294,NWAmes,2496,7,5,1976,1664,2,78,0,162900,Pave,1Fam,2,1,0
1295,Edwards,1728,5,7,1955,864,2,60,0,115000,Pave,1Fam,1,0,1
1296,NAmes,2104,5,5,1968,1052,1,70,0,138500,Pave,1Fam,1,1,1
1297,NAmes,2248,5,6,1963,1128,2,80,0,155000,Pave,1Fam,2,0,1
1298,Edwards,1619,6,5,2005,1072,2,35,0,140000,Pave,TwnhsE,2,0,1
1299,Edwards,11752,10,5,2008,5642,2,313,480,160000,Pave,1Fam,2,1,2
1300,NAmes,2492,5,7,1959,1246,1,75,0,154000,Pave,1Fam,1,1,1
1301,Gilbert,2961,7,5,1999,1983,2,,0,225000,Pave,1Fam,2,1,0
1302,Crawfor,2265,6,7,1942,1494,1,,0,177500,Pave,1Fam,1,0,0
1303,NoRidge,3691,8,5,1994,2526,3,92,0,290000,Pave,1Fam,2,1,1
1304,Somerst,3232,7,5,2005,1616,3,73,0,232000,Pave,1Fam,2,0,0
1305,Edwards,2684,7,5,2004,1708,2,32,0,130000,Pave,TwnhsE,2,0,0
1306,NridgHt,3304,9,5,2006,1652,2,108,0,325000,Pave,1Fam,2,0,1
1307,NridgHt,2736,7,5,2005,1368,2,48,0,202500,Pave,TwnhsE,2,0,0
1308,CollgCr,1980,5,5,1994,990,2,60,0,138000,Pave,1Fam,1,0,1
1309,OldTown,2046,5,7,1948,1122,2,100,0,147000,Pave,1Fam,1,0,1
1310,SawyerW,2572,6,5,1991,1294,2,,0,179200,Pave,1Fam,2,0,1
1311,Crawfor,3804,7,8,1959,1902,2,100,0,335000,Pave,1Fam,2,0,1
1312,CollgCr,2548,7,5,2005,1274,2,68,0,203000,Pave,1Fam,2,0,1
1313,NoRidge,4263,8,5,1990,2810,2,,0,302000,Pave,1Fam,2,1,0
1314,NoRidge,3992,9,5,1999,2599,3,108,0,333168,Pave,1Fam,2,1,0
1315,Edwards,1896,4,6,1954,948,1,60,0,119000,Pave,1Fam,1,0,1
1316,NAmes,3064,6,5,1969,2112,2,85,0,206900,Pave,1Fam,2,1,0
1317,CollgCr,3252,8,5,2008,1630,3,61,0,295493,Pave,1Fam,2,0,1
1318,Somerst,2704,7,5,2006,1352,2,47,0,208900,Pave,TwnhsE,2,0,0
1319,CollgCr,3540,8,5,2001,1787,3,,0,275000,Pave,1Fam,2,0,0
1320,Edwards,1812,4,5,1954,948,1,75,0,111000,Pave,1Fam,1,0,0
1321,NAmes,2956,6,3,1957,1478,2,70,0,156500,Pave,1Fam,1,1,1
1322,BrkSide,720,3,6,1949,720,1,,0,72500,Pave,1Fam,1,0,0
1323,NoRidge,2673,7,5,1992,1923,2,107,0,190000,Pave,1Fam,2,1,1
1324,BrkSide,1128,4,7,1940,708,0,50,0,82500,Pave,1Fam,1,0,0
1325,Somerst,3590,8,5,2006,1795,3,75,0,147000,Pave,1Fam,2,0,0
1326,IDOTRR,1592,4,4,1922,796,0,40,0,55000,Pave,1Fam,1,0,0
1327,Edwards,1318,3,6,1931,774,0,70,0,79000,Pave,1Fam,1,0,0
1328,Mitchel,1632,5,9,1982,816,1,60,0,130500,Pave,1Fam,1,0,0
1329,OldTown,4302,6,7,1920,2792,2,60,0,256000,Pave,1Fam,2,0,0
1330,Gilbert,2567,7,5,1998,1632,2,63,0,176500,Pave,1Fam,2,1,0
1331,Somerst,3176,8,5,2006,1588,3,85,0,227000,Pave,1Fam,2,0,0
1332,CollgCr,1865,5,5,1976,954,2,55,0,132500,Pave,1Fam,1,0,0
1333,Edwards,1632,4,6,1938,816,1,67,0,100000,Pave,1Fam,1,0,1
1334,IDOTRR,2163,5,6,1938,1360,1,60,0,125500,Pave,1Fam,1,1,0
1335,BrDale,2130,5,6,1970,1365,2,24,0,125000,Pave,TwnhsE,1,1,0
1336,NWAmes,2684,6,5,1977,1334,2,80,0,167900,Pave,1Fam,2,0,0
1337,NWAmes,3312,5,5,1973,1656,2,87,0,135000,Pave,Duplex,2,0,0
1338,OldTown,1386,4,4,1941,693,0,153,0,52500,Pave,1Fam,1,0,0
1339,CollgCr,2777,7,5,2002,1861,2,95,0,200000,Pave,1Fam,2,1,1
1340,CollgCr,1728,5,7,1972,864,1,120,0,128500,Pave,1Fam,1,0,0
1341,NAmes,1730,4,5,1971,872,4,70,0,123000,Pave,1Fam,1,0,0
1342,SawyerW,2228,6,5,2003,1114,2,66,0,155000,Pave,1Fam,1,0,1
1343,CollgCr,3453,8,5,2002,2169,2,,0,228500,Pave,1Fam,2,1,0
1344,Crawfor,2809,6,6,1928,1913,2,57,0,177000,Pave,1Fam,1,1,0
1345,CollgCr,2184,7,5,2006,1456,2,85,0,155835,Pave,1Fam,2,1,0
1346,OldTown,1920,4,4,1920,960,1,50,0,108500,Pave,1Fam,1,0,0
1347,NWAmes,3724,7,7,1968,2156,2,,0,262500,Pave,1Fam,2,0,0
1348,Timber,3508,8,5,2006,1776,3,93,0,283463,Pave,1Fam,2,0,1
1349,SawyerW,2976,7,5,1998,1494,2,,0,215000,Pave,1Fam,2,0,1
1350,OldTown,2837,8,5,1872,2358,0,50,0,122000,Pave,1Fam,2,0,0
1351,NAmes,3882,5,5,1969,2634,4,91,0,200000,Pave,Duplex,2,2,1
1352,NAmes,2574,6,6,1962,1716,2,70,0,171000,Pave,1Fam,1,1,0
1353,BrkSide,1874,6,9,1937,1176,2,50,0,134900,Pave,1Fam,1,0,0
1354,NoRidge,5271,8,5,1995,3238,3,56,0,410000,Pave,1Fam,2,1,1
1355,CollgCr,2857,7,5,2000,1865,3,,0,235000,Pave,1Fam,2,1,1
1356,NWAmes,2490,7,6,1968,1920,2,102,0,170000,Pave,1Fam,3,0,0
1357,NAmes,1756,5,5,1966,892,1,,0,110000,Pave,1Fam,1,0,0
1358,NAmes,2156,5,6,1971,1078,2,,0,149900,Pave,1Fam,1,1,1
1359,Somerst,2329,6,5,2000,1573,2,,0,177500,Pave,Twnhs,2,1,0
1360,NridgHt,3960,9,5,2004,1980,3,129,0,315000,Pave,1Fam,2,0,1
1361,SWISU,3213,5,6,1921,2601,2,51,0,189000,Pave,1Fam,3,1,0
1362,StoneBr,3060,7,5,2005,1530,2,124,0,260000,Pave,1Fam,2,0,1
1363,NAmes,2453,4,4,1920,1738,1,,0,104900,Pave,1Fam,2,0,0
1364,Gilbert,2028,6,5,2006,1412,2,73,0,156932,Pave,1Fam,2,1,0
1365,Somerst,1720,7,5,2005,1200,2,30,0,144152,Pave,TwnhsE,2,1,0
1366,Somerst,2488,7,5,2000,1674,2,,0,216000,Pave,1Fam,2,1,1
1367,CollgCr,2663,7,5,1999,1790,2,68,0,193000,Pave,1Fam,2,1,1
1368,MeadowV,2232,5,6,1977,1475,1,41,0,127000,Pave,TwnhsE,2,0,0
1369,CollgCr,1696,6,5,2003,848,2,,0,144000,Pave,TwnhsE,1,0,1
1370,CollgCr,3325,8,5,2003,1668,2,48,0,232000,Pave,1Fam,2,0,1
1371,OldTown,2214,4,6,1920,1374,1,90,0,105000,Pave,1Fam,1,0,0
1372,NAmes,2653,6,6,1955,1661,1,80,0,165500,Pave,1Fam,1,0,1
1373,CollgCr,3205,7,6,1998,2097,2,75,0,274300,Pave,1Fam,2,1,1
1374,NoRidge,5266,10,5,2001,2633,3,,0,466500,Pave,1Fam,2,1,1
1375,Somerst,2984,7,5,2005,1958,3,85,0,250000,Pave,1Fam,2,1,0
1376,Timber,3142,8,5,2007,1571,3,89,0,239000,Pave,1Fam,2,0,0
1377,SWISU,1558,6,5,1930,790,1,52,0,91000,Pave,1Fam,1,0,0
1378,Edwards,2588,5,5,1941,1604,2,60,0,117000,Pave,1Fam,2,0,0
1379,BrDale,1470,6,5,1973,987,1,21,0,83000,Pave,Twnhs,1,1,0
1380,Timber,1778,5,5,2006,1394,2,73,0,167500,Pave,1Fam,2,1,0
1381,Edwards,1728,3,3,1914,864,1,45,0,58500,Pave,1Fam,1,0,1
1382,NAmes,3322,6,7,1970,2117,2,,0,237500,Pave,1Fam,2,1,0
1383,OldTown,2358,7,7,1920,1762,2,60,0,157000,Pave,1Fam,1,1,1
1384,Sawyer,2232,5,7,1918,1416,2,,0,112000,Pave,1Fam,2,0,0
1385,Edwards,1818,6,5,1939,1258,1,60,0,105000,Pave,1Fam,1,0,0
1386,IDOTRR,1950,4,8,1922,1154,1,40,0,125500,Pave,1Fam,1,0,1
1387,NWAmes,4176,7,5,1978,2784,2,80,519,250000,Pave,1Fam,3,1,1
1388,OldTown,3240,6,7,1916,2526,1,60,0,136000,Pave,1Fam,2,0,0
1389,Gilbert,3492,9,5,2006,1746,3,42,0,377500,Pave,1Fam,2,0,1
1390,BrkSide,1953,6,6,1941,1218,2,60,0,131000,Pave,1Fam,1,0,0
1391,CollgCr,3050,7,5,2000,1525,2,70,0,235000,Pave,1Fam,2,0,1
1392,NAmes,3168,5,5,1967,1584,3,65,0,124000,Pave,Duplex,2,0,0
1393,NAmes,1764,5,5,1967,900,1,68,0,123000,Pave,1Fam,1,0,1
1394,OldTown,2394,6,7,1905,1912,2,60,0,163000,Pave,2fmCon,2,0,0
1395,Blmngtn,2856,7,5,2006,1500,3,53,0,246578,Pave,TwnhsE,2,0,1
1396,Timber,3576,8,5,2005,2482,3,88,0,281213,Pave,1Fam,2,1,0
1397,Timber,2434,5,5,1948,1687,2,,0,160000,Pave,1Fam,1,0,1
1398,BrkSide,2452,5,8,1920,1513,1,51,0,137500,Pave,1Fam,1,1,0
1399,NAmes,3112,5,4,1950,1904,1,60,0,138000,Pave,1Fam,1,1,1
1400,SWISU,2584,6,6,1925,1608,1,51,0,137450,Pave,1Fam,2,1,0
1401,BrkSide,2020,6,7,1929,1158,1,50,0,120000,Pave,1Fam,1,0,0
1402,Gilbert,2432,6,5,2004,1593,2,62,0,193000,Pave,1Fam,2,1,1
1403,CollgCr,2580,7,5,2006,1294,2,64,0,193879,Pave,1Fam,2,0,0
1404,Somerst,2949,8,5,2007,1464,3,49,0,282922,Pave,1Fam,2,0,1
1405,OldTown,1886,3,4,1915,1214,3,60,0,105000,Pave,1Fam,1,0,0
1406,Crawfor,3240,8,5,2004,1646,2,44,0,275000,Pave,TwnhsE,2,0,1
1407,CollgCr,1536,5,7,1972,768,2,70,0,133000,Pave,1Fam,1,0,1
1408,Mitchel,1666,5,5,1985,833,0,,0,112000,Pave,1Fam,1,0,1
1409,OldTown,1985,4,7,1910,1363,2,60,0,125500,Pave,1Fam,1,0,0
1410,NWAmes,2884,7,6,1986,2093,2,46,0,215000,Pave,1Fam,2,1,0
1411,CollgCr,2784,7,5,2001,1840,2,79,0,230000,Pave,1Fam,2,1,1
1412,NAmes,2524,6,8,1950,1668,1,80,0,140000,Pave,1Fam,1,1,0
1413,NAmes,1040,4,5,1949,1040,2,60,0,90000,Pave,Duplex,2,0,0
1414,SawyerW,3688,8,5,2005,1844,2,88,0,257000,Pave,1Fam,2,0,1
1415,BrkSide,2681,6,7,1923,1848,2,64,0,207000,Pave,1Fam,1,1,0
1416,Blmngtn,2955,7,5,2007,1569,3,51,0,175900,Pave,TwnhsE,2,0,0
1417,OldTown,3067,4,6,1885,2290,2,60,0,122500,Pave,2fmCon,2,0,0
1418,NoRidge,3734,8,5,1998,2450,3,,0,340000,Pave,1Fam,2,1,1
1419,NAmes,2288,5,5,1963,1144,1,71,0,124000,Pave,1Fam,1,1,1
1420,Crawfor,3688,6,5,1969,1844,2,,0,223000,Pave,1Fam,2,0,1
1421,NWAmes,2124,6,6,1968,1416,2,90,0,179900,Pave,1Fam,2,1,0
1422,NPkVill,2138,6,5,1977,1069,2,53,0,127500,Pave,TwnhsE,2,0,0
1423,CollgCr,1696,6,5,2003,848,2,37,0,136500,Pave,TwnhsE,1,0,1
1424,Edwards,2898,6,7,1966,2201,2,,738,274970,Pave,1Fam,2,0,0
1425,NAmes,2368,5,5,1958,1344,1,,0,144000,Pave,1Fam,1,0,1
1426,NAmes,2504,6,6,1959,1252,2,80,0,142000,Pave,1Fam,1,0,0
1427,NoRidge,3350,7,5,1994,2127,2,81,0,271000,Pave,1Fam,2,1,1
1428,NAmes,2471,5,6,1945,1558,1,60,0,140000,Pave,1Fam,1,1,1
1429,OldTown,1592,5,7,1940,804,1,60,0,119000,Pave,1Fam,1,0,1
1430,NWAmes,2880,6,7,1981,1440,2,,0,182900,Pave,1Fam,2,0,0
1431,Gilbert,2570,5,5,2005,1838,2,60,0,192140,Pave,1Fam,2,1,0
1432,NPkVill,1916,6,6,1976,958,2,,0,143750,Pave,TwnhsE,2,0,0
1433,OldTown,1624,4,6,1927,968,1,60,0,64500,Pave,1Fam,2,0,0
1434,Gilbert,2728,6,5,2000,1792,2,93,0,186500,Pave,1Fam,2,1,1
1435,Mitchel,2252,5,5,1977,1126,2,80,0,160000,Pave,1Fam,2,0,1
1436,NAmes,2856,6,9,1962,1537,2,80,0,174000,Pave,1Fam,1,1,1
1437,NAmes,1728,4,6,1971,864,2,60,0,120500,Pave,1Fam,1,0,0
1438,NridgHt,3864,8,5,2008,1932,3,96,0,394617,Pave,1Fam,2,0,1
1439,OldTown,2148,6,7,1957,1236,2,90,0,149700,Pave,1Fam,1,0,1
1440,NWAmes,2264,7,6,1979,1725,2,80,0,197000,Pave,1Fam,2,1,0
1441,Crawfor,2759,6,7,1922,2555,2,79,0,191000,Pave,1Fam,2,0,0
1442,CollgCr,1696,6,5,2004,848,2,,0,149300,Pave,TwnhsE,1,0,1
1443,Somerst,3024,10,5,2008,2007,3,85,0,310000,Pave,1Fam,2,1,1
1444,BrkSide,1904,6,6,1916,952,1,,0,121000,Pave,1Fam,1,0,0
1445,CollgCr,2844,7,5,2004,1422,2,63,0,179600,Pave,1Fam,2,0,0
1446,Sawyer,1727,6,5,1966,913,1,70,0,129000,Pave,1Fam,1,0,1
1447,Mitchel,2376,5,7,1962,1188,1,,0,157900,Pave,1Fam,1,0,0
1448,CollgCr,3310,8,5,1995,2090,2,80,0,240000,Pave,1Fam,2,1,1
1449,Edwards,1906,4,7,1910,1346,1,70,0,112000,Pave,1Fam,1,1,0
1450,MeadowV,1260,5,7,1970,630,0,21,0,92000,Pave,Twnhs,1,0,1
1451,NAmes,2688,5,5,1974,1792,0,60,0,136000,Pave,Duplex,2,2,0
1452,Somerst,3151,8,5,2008,1578,3,78,0,287090,Pave,1Fam,2,0,0
1453,Edwards,1619,5,5,2005,1072,2,35,0,145000,Pave,TwnhsE,1,0,1
1454,Mitchel,2280,5,5,2006,1140,0,90,0,84500,Pave,1Fam,1,0,0
1455,Somerst,2442,7,5,2004,1221,2,62,0,185000,Pave,1Fam,2,0,1
1456,Gilbert,2600,6,5,1999,1647,2,62,0,175000,Pave,1Fam,2,1,0
1457,NWAmes,3615,6,6,1978,2073,2,85,0,210000,Pave,1Fam,2,0,1
1458,Crawfor,3492,7,9,1941,2340,1,66,0,266500,Pave,1Fam,2,0,0
1459,NAmes,2156,5,6,1950,1078,1,68,0,142125,Pave,1Fam,1,0,1
1460,Edwards,2512,5,6,1965,1256,1,75,0,147500,Pave,1Fam,1,1,1
